session_id,user_id,seller_id,category,city_tier,event,timestamp,order_value
S10657,3248,223,electronics,1,add_to_cart,2025-02-22 07:23:18,
S10657,3248,223,electronics,1,checkout_start,2025-02-22 07:24:18,
S4593,2315,709,electronics,2,view,2025-02-22 07:25:02,
S5135,4898,467,mobiles,3,view,2025-02-22 08:02:01,
S11204,5501,595,beauty,1,view,2025-02-22 08:28:30,
S1709,1029,94,home,2,view,2025-02-22 08:36:13,
S1709,1029,94,home,2,add_to_cart,2025-02-22 08:36:43,
S1709,1029,94,home,2,checkout_start,2025-02-22 08:37:43,
S6997,577,90,beauty,2,view,2025-02-22 08:41:14,
S6997,577,90,beauty,2,add_to_cart,2025-02-22 08:41:44,
S18858,1386,295,beauty,1,view,2025-02-22 08:43:18,
S18858,1386,295,beauty,1,add_to_cart,2025-02-22 08:43:48,
S14730,2813,149,electronics,1,view,2025-02-22 08:55:55,
S14730,2813,149,electronics,1,add_to_cart,2025-02-22 08:56:25,
S14730,2813,149,electronics,1,checkout_start,2025-02-22 08:57:25,
S14730,2813,149,electronics,1,purchase,2025-02-22 08:58:55,857.5
S3298,2257,292,fashion,1,view,2025-02-22 09:06:24,
S3298,2257,292,fashion,1,add_to_cart,2025-02-22 09:06:54,
S3298,2257,292,fashion,1,checkout_start,2025-02-22 09:07:54,
S8937,4317,175,electronics,1,view,2025-02-22 09:33:00,
S12351,1330,534,beauty,1,view,2025-02-22 09:41:49,
S5278,2230,9,mobiles,2,view,2025-02-22 09:56:41,
S18982,579,683,home,3,view,2025-02-22 10:20:08,
S18982,579,683,home,3,add_to_cart,2025-02-22 10:20:38,
S18982,579,683,home,3,checkout_start,2025-02-22 10:21:38,
S6449,3779,210,home,1,view,2025-02-22 10:22:46,
S6449,3779,210,home,1,add_to_cart,2025-02-22 10:23:16,
S6449,3779,210,home,1,checkout_start,2025-02-22 10:24:16,
S6449,3779,210,home,1,purchase,2025-02-22 10:25:46,863.96
S3902,1826,556,mobiles,1,view,2025-02-22 10:47:59,
S10397,1996,503,home,1,view,2025-02-22 10:53:02,
S4478,3857,770,home,2,view,2025-02-22 11:05:35,
S2557,2991,113,home,1,view,2025-02-22 11:08:36,
S7009,5442,508,beauty,1,view,2025-02-22 11:10:11,
S16734,1553,788,home,2,view,2025-02-22 11:16:54,
S16734,1553,788,home,2,add_to_cart,2025-02-22 11:17:24,
S7424,3623,178,beauty,1,view,2025-02-22 11:46:03,
S7424,3623,178,beauty,1,add_to_cart,2025-02-22 11:46:33,
S4130,5707,473,beauty,2,view,2025-02-22 12:11:17,
S5032,197,396,electronics,2,view,2025-02-22 12:12:28,
S354,1295,451,electronics,1,view,2025-02-22 12:23:09,
S2085,5667,275,electronics,1,view,2025-02-22 12:39:24,
S19252,3647,197,home,2,view,2025-02-22 12:43:21,
S8839,4518,8,electronics,2,view,2025-02-22 12:46:24,
S5136,2611,296,mobiles,2,view,2025-02-22 13:02:24,
S3235,346,198,fashion,2,view,2025-02-22 13:09:19,
S3235,346,198,fashion,2,add_to_cart,2025-02-22 13:09:49,
S3235,346,198,fashion,2,checkout_start,2025-02-22 13:10:49,
S3235,346,198,fashion,2,purchase,2025-02-22 13:12:19,658.05
S5475,2478,98,home,1,view,2025-02-22 13:20:33,
S3150,5068,138,fashion,1,view,2025-02-22 13:20:56,
S5475,2478,98,home,1,add_to_cart,2025-02-22 13:21:03,
S2543,404,458,electronics,1,view,2025-02-22 13:51:13,
S19844,3895,610,beauty,3,view,2025-02-22 14:12:15,
S19844,3895,610,beauty,3,add_to_cart,2025-02-22 14:12:45,
S19844,3895,610,beauty,3,checkout_start,2025-02-22 14:13:45,
S19290,1725,794,beauty,2,view,2025-02-22 14:24:26,
S2863,1307,588,home,3,view,2025-02-22 14:25:50,
S2863,1307,588,home,3,add_to_cart,2025-02-22 14:26:20,
S2863,1307,588,home,3,checkout_start,2025-02-22 14:27:20,
S4116,1112,307,home,2,view,2025-02-22 14:34:49,
S19217,2653,561,beauty,1,view,2025-02-22 14:41:48,
S19217,2653,561,beauty,1,add_to_cart,2025-02-22 14:42:18,
S9746,2514,237,electronics,2,view,2025-02-22 14:46:57,
S12870,5731,250,electronics,1,view,2025-02-22 15:18:26,
S12870,5731,250,electronics,1,add_to_cart,2025-02-22 15:18:56,
S13747,2635,720,fashion,1,view,2025-02-22 15:29:51,
S13747,2635,720,fashion,1,add_to_cart,2025-02-22 15:30:21,
S13747,2635,720,fashion,1,checkout_start,2025-02-22 15:31:21,
S13747,2635,720,fashion,1,purchase,2025-02-22 15:32:51,306.26
S4043,287,32,fashion,2,view,2025-02-22 15:34:23,
S16780,4587,563,fashion,2,view,2025-02-22 15:51:25,
S2388,2469,315,fashion,1,view,2025-02-22 15:53:39,
S18682,5020,365,home,2,view,2025-02-22 16:03:18,
S16536,4737,726,mobiles,1,view,2025-02-22 16:28:20,
S17865,5594,455,beauty,2,view,2025-02-22 16:57:12,
S17865,5594,455,beauty,2,add_to_cart,2025-02-22 16:57:42,
S19488,1642,23,electronics,1,view,2025-02-22 16:58:47,
S3136,1123,237,electronics,3,view,2025-02-22 17:00:21,
S3136,1123,237,electronics,3,add_to_cart,2025-02-22 17:00:51,
S3136,1123,237,electronics,3,checkout_start,2025-02-22 17:01:51,
S17275,1630,176,fashion,1,view,2025-02-22 17:02:51,
S3136,1123,237,electronics,3,purchase,2025-02-22 17:03:21,401.15
S17275,1630,176,fashion,1,add_to_cart,2025-02-22 17:03:21,
S17275,1630,176,fashion,1,checkout_start,2025-02-22 17:04:21,
S2951,3115,24,mobiles,2,view,2025-02-22 17:53:44,
S2188,630,79,beauty,3,view,2025-02-22 18:01:11,
S2682,1522,227,beauty,1,view,2025-02-22 18:01:56,
S10591,5854,143,electronics,1,view,2025-02-22 18:04:03,
S2836,102,222,home,3,view,2025-02-22 18:11:22,
S2836,102,222,home,3,add_to_cart,2025-02-22 18:11:52,
S6282,1356,635,fashion,3,view,2025-02-22 18:17:43,
S11760,3980,594,electronics,2,view,2025-02-22 18:32:28,
S19669,1064,757,beauty,3,view,2025-02-22 19:16:03,
S19669,1064,757,beauty,3,add_to_cart,2025-02-22 19:16:33,
S15971,2908,793,beauty,1,view,2025-02-22 19:17:44,
S812,1747,702,electronics,3,view,2025-02-22 19:34:44,
S812,1747,702,electronics,3,add_to_cart,2025-02-22 19:35:14,
S812,1747,702,electronics,3,checkout_start,2025-02-22 19:36:14,
S812,1747,702,electronics,3,purchase,2025-02-22 19:37:44,708.94
S6317,1927,439,electronics,2,view,2025-02-22 19:56:41,
S5645,150,704,beauty,1,view,2025-02-22 20:07:12,
S5645,150,704,beauty,1,add_to_cart,2025-02-22 20:07:42,
S13411,1654,166,fashion,1,view,2025-02-22 20:09:14,
S1276,1037,452,beauty,1,view,2025-02-22 20:28:46,
S18127,2682,39,beauty,1,view,2025-02-22 20:36:19,
S18127,2682,39,beauty,1,add_to_cart,2025-02-22 20:36:49,
S18127,2682,39,beauty,1,checkout_start,2025-02-22 20:37:49,
S17641,4962,400,home,1,view,2025-02-22 20:52:39,
S19948,5807,758,mobiles,3,view,2025-02-22 20:56:01,
S19948,5807,758,mobiles,3,add_to_cart,2025-02-22 20:56:31,
S2454,1087,301,fashion,3,view,2025-02-22 21:01:47,
S6711,3633,775,electronics,2,view,2025-02-22 21:22:07,
S9241,3475,585,home,3,view,2025-02-22 21:29:34,
S10463,3872,187,beauty,1,view,2025-02-22 21:49:26,
S8899,4335,37,beauty,1,view,2025-02-22 22:01:03,
S8255,3263,518,fashion,1,view,2025-02-22 22:04:34,
S8255,3263,518,fashion,1,add_to_cart,2025-02-22 22:05:04,
S8534,1219,309,fashion,1,view,2025-02-22 22:12:00,
S8534,1219,309,fashion,1,add_to_cart,2025-02-22 22:12:30,
S8534,1219,309,fashion,1,checkout_start,2025-02-22 22:13:30,
S8534,1219,309,fashion,1,purchase,2025-02-22 22:15:00,71.63
S8012,5904,238,electronics,1,view,2025-02-22 22:21:17,
S2320,1360,145,beauty,2,view,2025-02-22 22:21:18,
S8012,5904,238,electronics,1,add_to_cart,2025-02-22 22:21:47,
S8012,5904,238,electronics,1,checkout_start,2025-02-22 22:22:47,
S8012,5904,238,electronics,1,purchase,2025-02-22 22:24:17,30.0
S17388,5420,503,home,2,view,2025-02-22 23:00:45,
S18043,1283,509,electronics,3,view,2025-02-22 23:01:34,
S15081,1287,592,fashion,3,view,2025-02-22 23:09:41,
S12758,5211,179,electronics,1,view,2025-02-22 23:39:59,
S19133,3551,797,mobiles,1,view,2025-02-22 23:43:59,
S19133,3551,797,mobiles,1,add_to_cart,2025-02-22 23:44:29,
S19133,3551,797,mobiles,1,checkout_start,2025-02-22 23:45:29,
S19133,3551,797,mobiles,1,purchase,2025-02-22 23:46:59,205.03
S13729,3868,280,electronics,1,view,2025-02-23 00:04:19,
S15659,2753,452,fashion,1,view,2025-02-23 00:22:24,
S15659,2753,452,fashion,1,add_to_cart,2025-02-23 00:22:54,
S14784,4176,147,home,1,view,2025-02-23 00:39:59,
S13030,2944,231,home,2,view,2025-02-23 00:45:41,
S13030,2944,231,home,2,add_to_cart,2025-02-23 00:46:11,
S13030,2944,231,home,2,checkout_start,2025-02-23 00:47:11,
S13978,2775,513,home,2,view,2025-02-23 01:26:45,
S1078,5078,644,mobiles,3,view,2025-02-23 01:46:51,
S8280,836,676,fashion,1,view,2025-02-23 01:50:48,
S17621,2456,432,beauty,2,view,2025-02-23 01:52:01,
S3922,465,178,beauty,2,view,2025-02-23 02:02:26,
S5444,3860,785,home,2,view,2025-02-23 02:09:45,
S7661,76,624,mobiles,1,view,2025-02-23 02:27:55,
S7661,76,624,mobiles,1,add_to_cart,2025-02-23 02:28:25,
S7661,76,624,mobiles,1,checkout_start,2025-02-23 02:29:25,
S7661,76,624,mobiles,1,purchase,2025-02-23 02:30:55,620.36
S15320,1227,254,beauty,1,view,2025-02-23 02:34:34,
S9107,1991,617,mobiles,2,view,2025-02-23 02:36:30,
S8095,4626,594,mobiles,3,view,2025-02-23 02:40:35,
S1254,2211,715,mobiles,2,view,2025-02-23 02:56:51,
S3140,986,288,mobiles,3,view,2025-02-23 03:24:12,
S16976,278,769,fashion,1,view,2025-02-23 03:27:24,
S1807,4282,361,mobiles,2,view,2025-02-23 03:36:17,
S16539,972,767,beauty,1,view,2025-02-23 03:39:22,
S7623,266,568,mobiles,1,view,2025-02-23 03:54:25,
S9318,285,508,mobiles,1,view,2025-02-23 03:58:32,
S2545,5936,529,fashion,1,view,2025-02-23 04:22:55,
S2545,5936,529,fashion,1,add_to_cart,2025-02-23 04:23:25,
S13948,3402,621,home,1,view,2025-02-23 04:42:33,
S11078,1274,84,electronics,3,view,2025-02-23 04:55:33,
S16173,5180,350,electronics,1,view,2025-02-23 04:59:21,
S16173,5180,350,electronics,1,add_to_cart,2025-02-23 04:59:51,
S16173,5180,350,electronics,1,checkout_start,2025-02-23 05:00:51,
S10948,636,796,fashion,3,view,2025-02-23 05:06:33,
S13929,576,229,fashion,3,view,2025-02-23 05:16:30,
S6453,3530,406,fashion,2,view,2025-02-23 05:36:58,
S6453,3530,406,fashion,2,add_to_cart,2025-02-23 05:37:28,
S6453,3530,406,fashion,2,checkout_start,2025-02-23 05:38:28,
S15568,4938,593,mobiles,2,view,2025-02-23 05:38:32,
S14187,2810,785,beauty,1,view,2025-02-23 06:13:32,
S8172,2705,179,home,2,view,2025-02-23 06:17:45,
S9980,4704,77,fashion,3,view,2025-02-23 06:24:21,
S15015,2498,531,fashion,3,view,2025-02-23 06:32:19,
S15015,2498,531,fashion,3,add_to_cart,2025-02-23 06:32:49,
S4183,3887,185,electronics,2,view,2025-02-23 06:38:57,
S16540,5838,625,home,2,view,2025-02-23 06:46:53,
S16540,5838,625,home,2,add_to_cart,2025-02-23 06:47:23,
S16204,1610,9,home,2,view,2025-02-23 06:47:26,
S18859,5460,784,fashion,2,view,2025-02-23 06:49:07,
S18859,5460,784,fashion,2,add_to_cart,2025-02-23 06:49:37,
S6408,3273,741,electronics,2,view,2025-02-23 07:04:04,
S3148,371,751,home,1,view,2025-02-23 07:11:45,
S15419,1998,140,beauty,2,view,2025-02-23 07:14:20,
S16725,2107,648,beauty,1,view,2025-02-23 07:15:12,
S9348,5871,369,electronics,2,view,2025-02-23 07:22:14,
S9989,2341,428,home,1,view,2025-02-23 07:47:40,
S4203,120,368,beauty,1,view,2025-02-23 07:55:48,
S4203,120,368,beauty,1,add_to_cart,2025-02-23 07:56:18,
S4203,120,368,beauty,1,checkout_start,2025-02-23 07:57:18,
S15887,837,149,mobiles,1,view,2025-02-23 07:57:49,
S15887,837,149,mobiles,1,add_to_cart,2025-02-23 07:58:19,
S9691,495,2,fashion,1,view,2025-02-23 07:58:57,
S15887,837,149,mobiles,1,checkout_start,2025-02-23 07:59:19,
S9691,495,2,fashion,1,add_to_cart,2025-02-23 07:59:27,
S1775,482,342,home,3,view,2025-02-23 08:11:40,
S19208,3547,485,mobiles,2,view,2025-02-23 08:16:54,
S2487,522,136,mobiles,1,view,2025-02-23 08:17:10,
S19208,3547,485,mobiles,2,add_to_cart,2025-02-23 08:17:24,
S2487,522,136,mobiles,1,add_to_cart,2025-02-23 08:17:40,
S6779,1126,191,fashion,1,view,2025-02-23 08:23:19,
S6779,1126,191,fashion,1,add_to_cart,2025-02-23 08:23:49,
S17457,3695,646,electronics,1,view,2025-02-23 08:24:03,
S15459,5913,390,beauty,1,view,2025-02-23 08:24:56,
S19313,3452,343,fashion,1,view,2025-02-23 08:49:51,
S9941,2323,140,electronics,1,view,2025-02-23 08:56:35,
S9330,5322,766,electronics,3,view,2025-02-23 08:56:36,
S6681,2438,689,fashion,2,view,2025-02-23 09:02:46,
S11113,3977,520,fashion,3,view,2025-02-23 09:38:20,
S4833,21,184,beauty,1,view,2025-02-23 09:52:11,
S4833,21,184,beauty,1,add_to_cart,2025-02-23 09:52:41,
S19134,5877,64,fashion,2,view,2025-02-23 10:19:39,
S16598,5117,292,electronics,1,view,2025-02-23 10:21:39,
S19867,3826,364,electronics,2,view,2025-02-23 10:28:27,
S19173,2156,573,fashion,1,view,2025-02-23 10:36:52,
S15970,3705,17,beauty,1,view,2025-02-23 10:37:22,
S18580,3479,421,beauty,1,view,2025-02-23 10:46:57,
S4273,733,283,fashion,3,view,2025-02-23 10:50:35,
S18567,2788,458,mobiles,2,view,2025-02-23 10:52:20,
S14352,5650,498,fashion,3,view,2025-02-23 10:54:23,
S12812,778,490,mobiles,1,view,2025-02-23 10:54:35,
S1292,1144,602,mobiles,1,view,2025-02-23 11:02:25,
S1292,1144,602,mobiles,1,add_to_cart,2025-02-23 11:02:55,
S5851,5480,623,beauty,3,view,2025-02-23 11:03:22,
S11644,1322,131,beauty,1,view,2025-02-23 11:04:16,
S7117,3945,280,home,1,view,2025-02-23 11:35:26,
S19184,1817,555,home,1,view,2025-02-23 11:42:07,
S8188,254,93,mobiles,2,view,2025-02-23 11:54:04,
S8188,254,93,mobiles,2,add_to_cart,2025-02-23 11:54:34,
S10594,394,267,electronics,1,view,2025-02-23 11:55:09,
S5531,5042,16,home,2,view,2025-02-23 11:59:18,
S19635,5140,485,fashion,3,view,2025-02-23 12:01:59,
S445,4814,742,mobiles,1,view,2025-02-23 12:07:22,
S445,4814,742,mobiles,1,add_to_cart,2025-02-23 12:07:52,
S445,4814,742,mobiles,1,checkout_start,2025-02-23 12:08:52,
S19784,892,80,beauty,3,view,2025-02-23 12:37:56,
S19784,892,80,beauty,3,add_to_cart,2025-02-23 12:38:26,
S4119,5904,614,electronics,2,view,2025-02-23 12:51:38,
S11734,5248,216,mobiles,1,view,2025-02-23 13:04:03,
S11734,5248,216,mobiles,1,add_to_cart,2025-02-23 13:04:33,
S3798,757,571,beauty,1,view,2025-02-23 13:12:26,
S15071,4238,662,home,2,view,2025-02-23 13:21:47,
S15071,4238,662,home,2,add_to_cart,2025-02-23 13:22:17,
S6725,2959,355,beauty,2,view,2025-02-23 13:24:29,
S6725,2959,355,beauty,2,add_to_cart,2025-02-23 13:24:59,
S6725,2959,355,beauty,2,checkout_start,2025-02-23 13:25:59,
S6725,2959,355,beauty,2,purchase,2025-02-23 13:27:29,424.5
S2542,3602,127,electronics,1,view,2025-02-23 13:51:01,
S11796,2737,143,electronics,1,view,2025-02-23 13:53:30,
S16543,943,370,electronics,2,view,2025-02-23 14:00:08,
S16543,943,370,electronics,2,add_to_cart,2025-02-23 14:00:38,
S13941,1197,248,home,3,view,2025-02-23 14:00:59,
S16543,943,370,electronics,2,checkout_start,2025-02-23 14:01:38,
S16543,943,370,electronics,2,purchase,2025-02-23 14:03:08,441.66
S5651,912,190,electronics,1,view,2025-02-23 14:10:08,
S6341,5657,102,electronics,2,view,2025-02-23 14:13:13,
S2023,761,80,electronics,3,view,2025-02-23 14:13:42,
S2023,761,80,electronics,3,add_to_cart,2025-02-23 14:14:12,
S2023,761,80,electronics,3,checkout_start,2025-02-23 14:15:12,
S11360,3010,15,beauty,3,view,2025-02-23 14:15:55,
S2023,761,80,electronics,3,purchase,2025-02-23 14:16:42,113.5
S14949,2719,139,beauty,1,view,2025-02-23 14:21:26,
S9020,1075,256,fashion,1,view,2025-02-23 15:15:31,
S9020,1075,256,fashion,1,add_to_cart,2025-02-23 15:16:01,
S9020,1075,256,fashion,1,checkout_start,2025-02-23 15:17:01,
S16981,4932,627,fashion,1,view,2025-02-23 15:33:09,
S16981,4932,627,fashion,1,add_to_cart,2025-02-23 15:33:39,
S16981,4932,627,fashion,1,checkout_start,2025-02-23 15:34:39,
S9994,2433,77,beauty,1,view,2025-02-23 15:58:59,
S9994,2433,77,beauty,1,add_to_cart,2025-02-23 15:59:29,
S11319,2745,742,mobiles,2,view,2025-02-23 16:04:27,
S11319,2745,742,mobiles,2,add_to_cart,2025-02-23 16:04:57,
S11319,2745,742,mobiles,2,checkout_start,2025-02-23 16:05:57,
S11319,2745,742,mobiles,2,purchase,2025-02-23 16:07:27,3614.93
S607,2573,417,fashion,2,view,2025-02-23 16:27:13,
S4761,5115,702,fashion,3,view,2025-02-23 16:50:56,
S1644,3257,234,home,2,view,2025-02-23 17:16:25,
S19776,4338,149,mobiles,2,view,2025-02-23 17:37:24,
S17806,4368,628,fashion,1,view,2025-02-23 18:02:37,
S17806,4368,628,fashion,1,add_to_cart,2025-02-23 18:03:07,
S17806,4368,628,fashion,1,checkout_start,2025-02-23 18:04:07,
S17806,4368,628,fashion,1,purchase,2025-02-23 18:05:37,992.01
S19636,5153,337,mobiles,1,view,2025-02-23 18:11:24,
S14326,1079,678,electronics,1,view,2025-02-23 18:16:10,
S14326,1079,678,electronics,1,add_to_cart,2025-02-23 18:16:40,
S18457,2243,314,fashion,2,view,2025-02-23 18:34:42,
S17453,4504,154,beauty,1,view,2025-02-23 18:51:20,
S17570,2601,52,fashion,1,view,2025-02-23 18:54:30,
S9156,2381,729,fashion,3,view,2025-02-23 19:15:37,
S17246,608,541,electronics,1,view,2025-02-23 19:21:28,
S12642,3918,15,home,1,view,2025-02-23 19:50:42,
S14410,2095,376,mobiles,1,view,2025-02-23 19:57:47,
S15677,1136,658,electronics,2,view,2025-02-23 20:29:51,
S5862,5455,578,mobiles,3,view,2025-02-23 20:40:52,
S2502,3866,106,beauty,3,view,2025-02-23 20:47:23,
S15360,1986,196,beauty,2,view,2025-02-23 20:54:10,
S6104,5556,111,home,1,view,2025-02-23 21:15:48,
S6104,5556,111,home,1,add_to_cart,2025-02-23 21:16:18,
S1873,4954,381,home,2,view,2025-02-23 21:16:28,
S1132,1303,494,electronics,1,view,2025-02-23 21:30:59,
S1562,5940,570,beauty,3,view,2025-02-23 22:13:32,
S15310,5491,785,mobiles,1,view,2025-02-23 22:19:52,
S15310,5491,785,mobiles,1,add_to_cart,2025-02-23 22:20:22,
S4380,4132,568,mobiles,1,view,2025-02-23 22:42:40,
S811,4408,547,fashion,2,view,2025-02-23 22:55:11,
S988,5881,73,fashion,3,view,2025-02-23 23:52:30,
S8948,846,572,fashion,1,view,2025-02-23 23:59:57,
S19900,455,441,mobiles,2,view,2025-02-24 00:24:21,
S19900,455,441,mobiles,2,add_to_cart,2025-02-24 00:24:51,
S19900,455,441,mobiles,2,checkout_start,2025-02-24 00:25:51,
S19900,455,441,mobiles,2,purchase,2025-02-24 00:27:21,249.45
S5864,1107,318,electronics,1,view,2025-02-24 00:28:48,
S13797,4304,495,fashion,2,view,2025-02-24 00:39:45,
S9152,2368,324,home,1,view,2025-02-24 00:54:11,
S839,4767,593,electronics,2,view,2025-02-24 01:20:04,
S10589,4192,86,mobiles,1,view,2025-02-24 01:55:15,
S10589,4192,86,mobiles,1,add_to_cart,2025-02-24 01:55:45,
S14901,3538,258,beauty,1,view,2025-02-24 02:26:49,
S12440,1581,83,mobiles,3,view,2025-02-24 02:41:15,
S12440,1581,83,mobiles,3,add_to_cart,2025-02-24 02:41:45,
S12440,1581,83,mobiles,3,checkout_start,2025-02-24 02:42:45,
S9075,5992,425,beauty,1,view,2025-02-24 02:49:59,
S18340,4062,271,beauty,2,view,2025-02-24 02:58:53,
S18340,4062,271,beauty,2,add_to_cart,2025-02-24 02:59:23,
S18340,4062,271,beauty,2,checkout_start,2025-02-24 03:00:23,
S12468,1145,381,home,1,view,2025-02-24 03:17:06,
S14378,5563,702,mobiles,1,view,2025-02-24 03:32:47,
S3237,1262,702,electronics,1,view,2025-02-24 03:38:20,
S15557,2752,523,beauty,1,view,2025-02-24 04:38:27,
S14754,13,41,electronics,2,view,2025-02-24 04:44:07,
S14754,13,41,electronics,2,add_to_cart,2025-02-24 04:44:37,
S14754,13,41,electronics,2,checkout_start,2025-02-24 04:45:37,
S14754,13,41,electronics,2,purchase,2025-02-24 04:47:07,307.74
S3649,3359,282,fashion,1,view,2025-02-24 04:57:07,
S255,449,8,home,1,view,2025-02-24 04:59:47,
S255,449,8,home,1,add_to_cart,2025-02-24 05:00:17,
S255,449,8,home,1,checkout_start,2025-02-24 05:01:17,
S255,449,8,home,1,purchase,2025-02-24 05:02:47,1103.49
S17643,693,266,home,2,view,2025-02-24 05:21:58,
S15146,5171,5,home,1,view,2025-02-24 05:48:29,
S17114,2370,290,electronics,3,view,2025-02-24 06:14:47,
S7352,205,384,mobiles,3,view,2025-02-24 06:28:44,
S8755,2216,604,beauty,3,view,2025-02-24 06:35:43,
S10486,2612,365,electronics,1,view,2025-02-24 06:36:29,
S17272,3372,169,beauty,1,view,2025-02-24 06:45:07,
S17272,3372,169,beauty,1,add_to_cart,2025-02-24 06:45:37,
S17272,3372,169,beauty,1,checkout_start,2025-02-24 06:46:37,
S15930,4146,500,mobiles,2,view,2025-02-24 06:47:36,
S17272,3372,169,beauty,1,purchase,2025-02-24 06:48:07,209.71
S2905,1123,328,home,3,view,2025-02-24 06:52:08,
S16687,5369,427,fashion,2,view,2025-02-24 06:52:09,
S6642,3101,491,mobiles,1,view,2025-02-24 07:04:59,
S12486,2820,4,mobiles,1,view,2025-02-24 07:07:31,
S19987,1095,154,fashion,2,view,2025-02-24 07:15:16,
S8528,2714,439,mobiles,2,view,2025-02-24 07:52:26,
S8528,2714,439,mobiles,2,add_to_cart,2025-02-24 07:52:56,
S8528,2714,439,mobiles,2,checkout_start,2025-02-24 07:53:56,
S8528,2714,439,mobiles,2,purchase,2025-02-24 07:55:26,1390.29
S14087,80,487,beauty,2,view,2025-02-24 08:16:23,
S8440,850,723,electronics,1,view,2025-02-24 08:35:39,
S13063,3794,412,beauty,1,view,2025-02-24 08:52:11,
S19623,4577,779,electronics,1,view,2025-02-24 09:16:41,
S5624,3723,132,home,2,view,2025-02-24 09:50:01,
S18068,2038,231,mobiles,3,view,2025-02-24 10:24:53,
S18068,2038,231,mobiles,3,add_to_cart,2025-02-24 10:25:23,
S4663,1436,529,beauty,1,view,2025-02-24 10:48:38,
S18546,1772,582,home,2,view,2025-02-24 11:06:29,
S5275,4592,507,mobiles,2,view,2025-02-24 11:16:30,
S1978,4466,160,electronics,1,view,2025-02-24 11:39:27,
S1978,4466,160,electronics,1,add_to_cart,2025-02-24 11:39:57,
S12626,294,605,beauty,1,view,2025-02-24 11:46:34,
S12626,294,605,beauty,1,add_to_cart,2025-02-24 11:47:04,
S12626,294,605,beauty,1,checkout_start,2025-02-24 11:48:04,
S19492,1285,316,home,2,view,2025-02-24 12:07:46,
S15384,516,325,home,1,view,2025-02-24 13:09:33,
S15384,516,325,home,1,add_to_cart,2025-02-24 13:10:03,
S16278,2804,268,fashion,3,view,2025-02-24 13:16:08,
S16278,2804,268,fashion,3,add_to_cart,2025-02-24 13:16:38,
S16278,2804,268,fashion,3,checkout_start,2025-02-24 13:17:38,
S11667,2011,530,electronics,2,view,2025-02-24 13:39:14,
S16571,5036,752,mobiles,2,view,2025-02-24 13:41:04,
S16571,5036,752,mobiles,2,add_to_cart,2025-02-24 13:41:34,
S9271,2781,712,mobiles,1,view,2025-02-24 13:50:30,
S13540,629,612,beauty,1,view,2025-02-24 13:58:06,
S10580,2678,545,home,2,view,2025-02-24 13:58:07,
S10076,3545,292,beauty,2,view,2025-02-24 14:09:30,
S12564,4699,223,home,1,view,2025-02-24 14:42:28,
S12564,4699,223,home,1,add_to_cart,2025-02-24 14:42:58,
S12564,4699,223,home,1,checkout_start,2025-02-24 14:43:58,
S4147,2943,525,home,2,view,2025-02-24 14:44:05,
S3355,1775,747,home,1,view,2025-02-24 15:16:22,
S5071,3177,260,mobiles,1,view,2025-02-24 15:23:45,
S5071,3177,260,mobiles,1,add_to_cart,2025-02-24 15:24:15,
S5071,3177,260,mobiles,1,checkout_start,2025-02-24 15:25:15,
S9283,4618,489,beauty,1,view,2025-02-24 15:45:17,
S9283,4618,489,beauty,1,add_to_cart,2025-02-24 15:45:47,
S12910,3299,536,home,1,view,2025-02-24 15:47:16,
S6157,2329,116,beauty,2,view,2025-02-24 16:02:57,
S8576,5938,570,fashion,3,view,2025-02-24 16:12:24,
S8969,2520,516,beauty,1,view,2025-02-24 16:20:08,
S2575,1539,644,mobiles,1,view,2025-02-24 16:30:00,
S2575,1539,644,mobiles,1,add_to_cart,2025-02-24 16:30:30,
S2575,1539,644,mobiles,1,checkout_start,2025-02-24 16:31:30,
S2575,1539,644,mobiles,1,purchase,2025-02-24 16:33:00,982.69
S110,1489,52,beauty,1,view,2025-02-24 16:33:18,
S1525,5772,526,mobiles,1,view,2025-02-24 16:34:54,
S1691,3295,670,beauty,1,view,2025-02-24 16:42:12,
S16746,986,466,fashion,1,view,2025-02-24 17:15:05,
S16746,986,466,fashion,1,add_to_cart,2025-02-24 17:15:35,
S16746,986,466,fashion,1,checkout_start,2025-02-24 17:16:35,
S3523,1338,210,electronics,1,view,2025-02-24 17:17:53,
S16746,986,466,fashion,1,purchase,2025-02-24 17:18:05,1791.08
S6476,6,307,mobiles,3,view,2025-02-24 17:21:53,
S6476,6,307,mobiles,3,add_to_cart,2025-02-24 17:22:23,
S6476,6,307,mobiles,3,checkout_start,2025-02-24 17:23:23,
S6476,6,307,mobiles,3,purchase,2025-02-24 17:24:53,3267.31
S12453,2310,255,mobiles,1,view,2025-02-24 17:44:11,
S7925,424,90,mobiles,1,view,2025-02-24 17:59:52,
S7925,424,90,mobiles,1,add_to_cart,2025-02-24 18:00:22,
S12802,63,181,mobiles,2,view,2025-02-24 18:02:23,
S17063,5385,296,fashion,1,view,2025-02-24 18:14:40,
S9307,3932,400,mobiles,2,view,2025-02-24 18:24:35,
S86,2640,477,electronics,1,view,2025-02-24 18:36:40,
S8264,1123,355,fashion,3,view,2025-02-24 18:53:59,
S5336,582,91,mobiles,3,view,2025-02-24 19:08:05,
S2045,4601,68,electronics,1,view,2025-02-24 19:11:49,
S19339,5701,556,home,2,view,2025-02-24 19:37:59,
