user_id,city_tier,stage,amount,date
455,Tier-3,visited,0,2025-08-09 00:26:14.913430
455,Tier-3,visited,0,2025-08-10 00:26:14.913430
455,Tier-3,added_to_cart,0,2025-08-10 00:26:14.913430
455,Tier-3,visited,0,2025-08-30 00:26:14.913430
455,Tier-3,visited,0,2025-07-24 00:26:14.913430
456,Tier-2,visited,0,2025-07-19 00:26:14.913430
456,Tier-2,added_to_cart,0,2025-07-19 00:26:14.913430
456,Tier-2,visited,0,2025-08-19 00:26:14.913430
456,Tier-2,added_to_cart,0,2025-08-19 00:26:14.913430
456,Tier-2,purchased,753,2025-08-19 00:26:14.913430
456,Tier-2,visited,0,2025-07-06 00:26:14.913430
456,Tier-2,added_to_cart,0,2025-07-06 00:26:14.913430
456,Tier-2,purchased,1452,2025-07-06 00:26:14.913430
456,Tier-2,visited,0,2025-07-17 00:26:14.913430
456,Tier-2,added_to_cart,0,2025-07-17 00:26:14.913430
456,Tier-2,visited,0,2025-07-13 00:26:14.913430
456,Tier-2,added_to_cart,0,2025-07-13 00:26:14.913430
457,Tier-1,visited,0,2025-07-07 00:26:14.913430
457,Tier-1,added_to_cart,0,2025-07-07 00:26:14.913430
457,Tier-1,visited,0,2025-08-24 00:26:14.913430
457,Tier-1,visited,0,2025-08-31 00:26:14.913430
458,Tier-2,visited,0,2025-07-16 00:26:14.913430
458,Tier-2,visited,0,2025-08-28 00:26:14.913430
459,Tier-3,visited,0,2025-08-14 00:26:14.913430
459,Tier-3,visited,0,2025-08-10 00:26:14.913430
459,Tier-3,visited,0,2025-08-25 00:26:14.913430
459,Tier-3,added_to_cart,0,2025-08-25 00:26:14.913430
459,Tier-3,visited,0,2025-07-14 00:26:14.913430
459,Tier-3,added_to_cart,0,2025-07-14 00:26:14.913430
459,Tier-3,visited,0,2025-08-22 00:26:14.913430
459,Tier-3,added_to_cart,0,2025-08-22 00:26:14.913430
460,Tier-2,visited,0,2025-08-14 00:26:14.913430
460,Tier-2,added_to_cart,0,2025-08-14 00:26:14.913430
460,Tier-2,purchased,1762,2025-08-14 00:26:14.913430
460,Tier-2,purchased,721,2025-08-17 00:26:14.913430
460,Tier-2,visited,0,2025-07-23 00:26:14.913430
460,Tier-2,added_to_cart,0,2025-07-23 00:26:14.913430
461,Tier-1,visited,0,2025-07-22 00:26:14.913430
462,Tier-3,visited,0,2025-08-16 00:26:14.913430
462,Tier-3,visited,0,2025-07-21 00:26:14.913430
463,Tier-3,visited,0,2025-08-10 00:26:14.913430
463,Tier-3,added_to_cart,0,2025-08-10 00:26:14.913430
464,Tier-2,visited,0,2025-08-17 00:26:14.913430
464,Tier-2,visited,0,2025-08-25 00:26:14.913430
464,Tier-2,visited,0,2025-08-16 00:26:14.913430
464,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
464,Tier-2,visited,0,2025-07-31 00:26:14.913430
464,Tier-2,added_to_cart,0,2025-07-31 00:26:14.913430
465,Tier-1,visited,0,2025-07-14 00:26:14.913430
465,Tier-1,added_to_cart,0,2025-07-14 00:26:14.913430
465,Tier-1,purchased,1424,2025-07-14 00:26:14.913430
465,Tier-1,visited,0,2025-08-13 00:26:14.913430
465,Tier-1,added_to_cart,0,2025-08-13 00:26:14.913430
466,Tier-1,visited,0,2025-08-11 00:26:14.913430
466,Tier-1,visited,0,2025-07-16 00:26:14.913430
466,Tier-1,added_to_cart,0,2025-07-16 00:26:14.913430
466,Tier-1,visited,0,2025-08-14 00:26:14.913430
467,Tier-1,visited,0,2025-07-08 00:26:14.913430
467,Tier-1,visited,0,2025-08-06 00:26:14.913430
467,Tier-1,added_to_cart,0,2025-08-06 00:26:14.913430
467,Tier-1,visited,0,2025-07-21 00:26:14.913430
467,Tier-1,added_to_cart,0,2025-07-21 00:26:14.913430
467,Tier-1,visited,0,2025-09-02 00:26:14.913430
467,Tier-1,added_to_cart,0,2025-09-02 00:26:14.913430
468,Tier-3,visited,0,2025-07-18 00:26:14.913430
468,Tier-3,added_to_cart,0,2025-07-18 00:26:14.913430
469,Tier-2,visited,0,2025-07-15 00:26:14.913430
470,Tier-1,visited,0,2025-07-29 00:26:14.913430
470,Tier-1,visited,0,2025-07-08 00:26:14.913430
470,Tier-1,added_to_cart,0,2025-07-08 00:26:14.913430
471,Tier-1,visited,0,2025-09-03 00:26:14.913430
471,Tier-1,added_to_cart,0,2025-09-03 00:26:14.913430
471,Tier-1,visited,0,2025-08-27 00:26:14.913430
471,Tier-1,added_to_cart,0,2025-08-27 00:26:14.913430
471,Tier-1,purchased,1936,2025-08-27 00:26:14.913430
471,Tier-1,visited,0,2025-08-21 00:26:14.913430
471,Tier-1,added_to_cart,0,2025-08-21 00:26:14.913430
471,Tier-1,purchased,1009,2025-08-21 00:26:14.913430
471,Tier-1,visited,0,2025-07-08 00:26:14.913430
471,Tier-1,added_to_cart,0,2025-07-08 00:26:14.913430
471,Tier-1,purchased,1893,2025-07-08 00:26:14.913430
471,Tier-1,visited,0,2025-08-12 00:26:14.913430
471,Tier-1,added_to_cart,0,2025-08-12 00:26:14.913430
472,Tier-3,visited,0,2025-07-30 00:26:14.913430
472,Tier-3,added_to_cart,0,2025-07-30 00:26:14.913430
472,Tier-3,visited,0,2025-07-16 00:26:14.913430
472,Tier-3,visited,0,2025-08-24 00:26:14.913430
472,Tier-3,added_to_cart,0,2025-08-24 00:26:14.913430
472,Tier-3,purchased,612,2025-08-24 00:26:14.913430
473,Tier-1,visited,0,2025-07-11 00:26:14.913430
473,Tier-1,visited,0,2025-08-11 00:26:14.913430
473,Tier-1,added_to_cart,0,2025-08-11 00:26:14.913430
473,Tier-1,visited,0,2025-08-09 00:26:14.913430
473,Tier-1,visited,0,2025-07-09 00:26:14.913430
474,Tier-2,visited,0,2025-08-04 00:26:14.913430
474,Tier-2,added_to_cart,0,2025-08-04 00:26:14.913430
474,Tier-2,visited,0,2025-08-03 00:26:14.913430
474,Tier-2,visited,0,2025-08-13 00:26:14.913430
474,Tier-2,visited,0,2025-08-22 00:26:14.913430
475,Tier-3,visited,0,2025-07-15 00:26:14.913430
475,Tier-3,added_to_cart,0,2025-07-15 00:26:14.913430
476,Tier-1,visited,0,2025-08-08 00:26:14.913430
476,Tier-1,added_to_cart,0,2025-08-08 00:26:14.913430
477,Tier-1,visited,0,2025-08-03 00:26:14.913430
477,Tier-1,visited,0,2025-09-03 00:26:14.913430
477,Tier-1,added_to_cart,0,2025-09-03 00:26:14.913430
477,Tier-1,purchased,591,2025-09-03 00:26:14.913430
477,Tier-1,visited,0,2025-07-06 00:26:14.913430
477,Tier-1,visited,0,2025-07-23 00:26:14.913430
478,Tier-3,visited,0,2025-07-28 00:26:14.913430
478,Tier-3,added_to_cart,0,2025-07-28 00:26:14.913430
478,Tier-3,purchased,1480,2025-07-28 00:26:14.913430
478,Tier-3,purchased,898,2025-08-01 00:26:14.913430
478,Tier-3,visited,0,2025-07-19 00:26:14.913430
478,Tier-3,added_to_cart,0,2025-07-19 00:26:14.913430
478,Tier-3,purchased,504,2025-07-19 00:26:14.913430
479,Tier-2,visited,0,2025-08-08 00:26:14.913430
479,Tier-2,visited,0,2025-07-10 00:26:14.913430
479,Tier-2,visited,0,2025-08-11 00:26:14.913430
479,Tier-2,added_to_cart,0,2025-08-11 00:26:14.913430
480,Tier-1,visited,0,2025-08-14 00:26:14.913430
480,Tier-1,added_to_cart,0,2025-08-14 00:26:14.913430
480,Tier-1,purchased,1637,2025-08-14 00:26:14.913430
480,Tier-1,visited,0,2025-08-11 00:26:14.913430
480,Tier-1,added_to_cart,0,2025-08-11 00:26:14.913430
480,Tier-1,visited,0,2025-09-01 00:26:14.913430
481,Tier-3,visited,0,2025-08-03 00:26:14.913430
481,Tier-3,added_to_cart,0,2025-08-03 00:26:14.913430
482,Tier-2,visited,0,2025-07-31 00:26:14.913430
483,Tier-3,visited,0,2025-08-23 00:26:14.913430
483,Tier-3,added_to_cart,0,2025-08-23 00:26:14.913430
483,Tier-3,purchased,516,2025-08-23 00:26:14.913430
483,Tier-3,purchased,1816,2025-08-28 00:26:14.913430
484,Tier-2,visited,0,2025-07-05 00:26:14.913430
484,Tier-2,visited,0,2025-09-01 00:26:14.913430
484,Tier-2,added_to_cart,0,2025-09-01 00:26:14.913430
484,Tier-2,purchased,1845,2025-09-01 00:26:14.913430
484,Tier-2,purchased,662,2025-09-03 00:26:14.913430
484,Tier-2,visited,0,2025-08-11 00:26:14.913430
484,Tier-2,added_to_cart,0,2025-08-11 00:26:14.913430
484,Tier-2,visited,0,2025-09-01 00:26:14.913430
484,Tier-2,visited,0,2025-08-23 00:26:14.913430
484,Tier-2,added_to_cart,0,2025-08-23 00:26:14.913430
485,Tier-3,visited,0,2025-08-27 00:26:14.913430
485,Tier-3,visited,0,2025-07-07 00:26:14.913430
485,Tier-3,visited,0,2025-07-11 00:26:14.913430
486,Tier-3,visited,0,2025-08-18 00:26:14.913430
486,Tier-3,added_to_cart,0,2025-08-18 00:26:14.913430
486,Tier-3,purchased,1481,2025-08-18 00:26:14.913430
486,Tier-3,purchased,447,2025-08-23 00:26:14.913430
486,Tier-3,visited,0,2025-07-08 00:26:14.913430
486,Tier-3,added_to_cart,0,2025-07-08 00:26:14.913430
486,Tier-3,visited,0,2025-08-01 00:26:14.913430
487,Tier-1,visited,0,2025-08-28 00:26:14.913430
487,Tier-1,added_to_cart,0,2025-08-28 00:26:14.913430
488,Tier-2,visited,0,2025-08-23 00:26:14.913430
488,Tier-2,visited,0,2025-08-14 00:26:14.913430
488,Tier-2,added_to_cart,0,2025-08-14 00:26:14.913430
489,Tier-3,visited,0,2025-08-24 00:26:14.913430
489,Tier-3,added_to_cart,0,2025-08-24 00:26:14.913430
489,Tier-3,purchased,1602,2025-08-24 00:26:14.913430
489,Tier-3,visited,0,2025-08-14 00:26:14.913430
489,Tier-3,visited,0,2025-07-22 00:26:14.913430
489,Tier-3,added_to_cart,0,2025-07-22 00:26:14.913430
490,Tier-3,visited,0,2025-08-01 00:26:14.913430
490,Tier-3,added_to_cart,0,2025-08-01 00:26:14.913430
490,Tier-3,visited,0,2025-08-19 00:26:14.913430
490,Tier-3,added_to_cart,0,2025-08-19 00:26:14.913430
491,Tier-1,visited,0,2025-07-31 00:26:14.913430
491,Tier-1,added_to_cart,0,2025-07-31 00:26:14.913430
491,Tier-1,visited,0,2025-07-28 00:26:14.913430
491,Tier-1,visited,0,2025-08-18 00:26:14.913430
491,Tier-1,visited,0,2025-08-18 00:26:14.913430
491,Tier-1,added_to_cart,0,2025-08-18 00:26:14.913430
491,Tier-1,purchased,1259,2025-08-18 00:26:14.913430
491,Tier-1,visited,0,2025-07-13 00:26:14.913430
492,Tier-1,visited,0,2025-07-22 00:26:14.913430
492,Tier-1,added_to_cart,0,2025-07-22 00:26:14.913430
493,Tier-2,visited,0,2025-08-14 00:26:14.913430
494,Tier-3,visited,0,2025-08-19 00:26:14.913430
494,Tier-3,added_to_cart,0,2025-08-19 00:26:14.913430
494,Tier-3,purchased,1668,2025-08-19 00:26:14.913430
494,Tier-3,visited,0,2025-07-24 00:26:14.913430
494,Tier-3,added_to_cart,0,2025-07-24 00:26:14.913430
494,Tier-3,visited,0,2025-09-03 00:26:14.913430
494,Tier-3,added_to_cart,0,2025-09-03 00:26:14.913430
494,Tier-3,visited,0,2025-07-13 00:26:14.913430
494,Tier-3,added_to_cart,0,2025-07-13 00:26:14.913430
494,Tier-3,purchased,1840,2025-07-13 00:26:14.913430
495,Tier-2,visited,0,2025-08-07 00:26:14.913430
495,Tier-2,visited,0,2025-07-08 00:26:14.913430
495,Tier-2,added_to_cart,0,2025-07-08 00:26:14.913430
495,Tier-2,visited,0,2025-08-23 00:26:14.913430
495,Tier-2,visited,0,2025-08-29 00:26:14.913430
495,Tier-2,added_to_cart,0,2025-08-29 00:26:14.913430
496,Tier-1,visited,0,2025-08-21 00:26:14.913430
496,Tier-1,visited,0,2025-08-29 00:26:14.913430
497,Tier-2,visited,0,2025-07-27 00:26:14.913430
497,Tier-2,added_to_cart,0,2025-07-27 00:26:14.913430
497,Tier-2,visited,0,2025-08-17 00:26:14.913430
497,Tier-2,visited,0,2025-08-16 00:26:14.913430
497,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
498,Tier-3,visited,0,2025-08-27 00:26:14.913430
498,Tier-3,added_to_cart,0,2025-08-27 00:26:14.913430
498,Tier-3,purchased,1244,2025-08-27 00:26:14.913430
498,Tier-3,purchased,384,2025-09-01 00:26:14.913430
498,Tier-3,visited,0,2025-07-12 00:26:14.913430
498,Tier-3,visited,0,2025-08-26 00:26:14.913430
498,Tier-3,visited,0,2025-07-21 00:26:14.913430
498,Tier-3,added_to_cart,0,2025-07-21 00:26:14.913430
499,Tier-1,visited,0,2025-07-28 00:26:14.913430
499,Tier-1,added_to_cart,0,2025-07-28 00:26:14.913430
499,Tier-1,visited,0,2025-08-16 00:26:14.913430
499,Tier-1,added_to_cart,0,2025-08-16 00:26:14.913430
499,Tier-1,visited,0,2025-08-28 00:26:14.913430
499,Tier-1,visited,0,2025-07-13 00:26:14.913430
499,Tier-1,added_to_cart,0,2025-07-13 00:26:14.913430
500,Tier-3,visited,0,2025-07-27 00:26:14.913430
500,Tier-3,added_to_cart,0,2025-07-27 00:26:14.913430
500,Tier-3,visited,0,2025-08-21 00:26:14.913430
500,Tier-3,visited,0,2025-07-05 00:26:14.913430
500,Tier-3,added_to_cart,0,2025-07-05 00:26:14.913430
500,Tier-3,purchased,876,2025-07-05 00:26:14.913430
500,Tier-3,purchased,443,2025-07-08 00:26:14.913430
500,Tier-3,visited,0,2025-07-08 00:26:14.913430
500,Tier-3,added_to_cart,0,2025-07-08 00:26:14.913430
500,Tier-3,purchased,673,2025-07-08 00:26:14.913430
500,Tier-3,visited,0,2025-07-28 00:26:14.913430
500,Tier-3,added_to_cart,0,2025-07-28 00:26:14.913430
501,Tier-2,visited,0,2025-08-15 00:26:14.913430
501,Tier-2,added_to_cart,0,2025-08-15 00:26:14.913430
501,Tier-2,visited,0,2025-08-16 00:26:14.913430
501,Tier-2,added_to_cart,0,2025-08-16 00:26:14.913430
501,Tier-2,visited,0,2025-07-15 00:26:14.913430
501,Tier-2,added_to_cart,0,2025-07-15 00:26:14.913430
501,Tier-2,purchased,1256,2025-07-15 00:26:14.913430
501,Tier-2,purchased,747,2025-07-18 00:26:14.913430
502,Tier-2,visited,0,2025-07-15 00:26:14.913430
502,Tier-2,added_to_cart,0,2025-07-15 00:26:14.913430
502,Tier-2,purchased,1186,2025-07-15 00:26:14.913430
502,Tier-2,purchased,643,2025-07-20 00:26:14.913430
502,Tier-2,visited,0,2025-07-07 00:26:14.913430
503,Tier-3,visited,0,2025-08-08 00:26:14.913430
503,Tier-3,added_to_cart,0,2025-08-08 00:26:14.913430
503,Tier-3,visited,0,2025-08-29 00:26:14.913430
503,Tier-3,visited,0,2025-09-01 00:26:14.913430
503,Tier-3,added_to_cart,0,2025-09-01 00:26:14.913430
504,Tier-1,visited,0,2025-08-29 00:26:14.913430
504,Tier-1,added_to_cart,0,2025-08-29 00:26:14.913430
504,Tier-1,visited,0,2025-07-19 00:26:14.913430
504,Tier-1,added_to_cart,0,2025-07-19 00:26:14.913430
504,Tier-1,visited,0,2025-08-20 00:26:14.913430
504,Tier-1,added_to_cart,0,2025-08-20 00:26:14.913430
504,Tier-1,visited,0,2025-08-22 00:26:14.913430
504,Tier-1,visited,0,2025-07-11 00:26:14.913430
505,Tier-1,visited,0,2025-08-10 00:26:14.913430
505,Tier-1,visited,0,2025-07-08 00:26:14.913430
505,Tier-1,added_to_cart,0,2025-07-08 00:26:14.913430
506,Tier-1,visited,0,2025-07-30 00:26:14.913430
506,Tier-1,visited,0,2025-08-07 00:26:14.913430
506,Tier-1,added_to_cart,0,2025-08-07 00:26:14.913430
506,Tier-1,purchased,1659,2025-08-07 00:26:14.913430
506,Tier-1,visited,0,2025-08-05 00:26:14.913430
506,Tier-1,added_to_cart,0,2025-08-05 00:26:14.913430
506,Tier-1,purchased,223,2025-08-05 00:26:14.913430
506,Tier-1,visited,0,2025-08-27 00:26:14.913430
506,Tier-1,added_to_cart,0,2025-08-27 00:26:14.913430
506,Tier-1,purchased,357,2025-08-27 00:26:14.913430
506,Tier-1,purchased,711,2025-08-28 00:26:14.913430
506,Tier-1,visited,0,2025-08-03 00:26:14.913430
506,Tier-1,added_to_cart,0,2025-08-03 00:26:14.913430
506,Tier-1,purchased,1426,2025-08-03 00:26:14.913430
507,Tier-1,visited,0,2025-08-12 00:26:14.913430
507,Tier-1,added_to_cart,0,2025-08-12 00:26:14.913430
507,Tier-1,visited,0,2025-08-18 00:26:14.913430
507,Tier-1,added_to_cart,0,2025-08-18 00:26:14.913430
507,Tier-1,purchased,947,2025-08-18 00:26:14.913430
508,Tier-1,visited,0,2025-08-09 00:26:14.913430
508,Tier-1,added_to_cart,0,2025-08-09 00:26:14.913430
508,Tier-1,purchased,1960,2025-08-09 00:26:14.913430
508,Tier-1,visited,0,2025-08-22 00:26:14.913430
508,Tier-1,visited,0,2025-07-23 00:26:14.913430
508,Tier-1,added_to_cart,0,2025-07-23 00:26:14.913430
508,Tier-1,purchased,500,2025-07-23 00:26:14.913430
508,Tier-1,visited,0,2025-07-31 00:26:14.913430
508,Tier-1,added_to_cart,0,2025-07-31 00:26:14.913430
508,Tier-1,purchased,1976,2025-07-31 00:26:14.913430
508,Tier-1,visited,0,2025-08-01 00:26:14.913430
508,Tier-1,added_to_cart,0,2025-08-01 00:26:14.913430
508,Tier-1,purchased,309,2025-08-01 00:26:14.913430
509,Tier-3,visited,0,2025-08-30 00:26:14.913430
509,Tier-3,added_to_cart,0,2025-08-30 00:26:14.913430
509,Tier-3,visited,0,2025-07-11 00:26:14.913430
509,Tier-3,visited,0,2025-07-20 00:26:14.913430
509,Tier-3,visited,0,2025-08-07 00:26:14.913430
509,Tier-3,added_to_cart,0,2025-08-07 00:26:14.913430
509,Tier-3,purchased,1042,2025-08-07 00:26:14.913430
509,Tier-3,visited,0,2025-07-12 00:26:14.913430
509,Tier-3,added_to_cart,0,2025-07-12 00:26:14.913430
510,Tier-3,visited,0,2025-08-12 00:26:14.913430
510,Tier-3,visited,0,2025-08-20 00:26:14.913430
510,Tier-3,added_to_cart,0,2025-08-20 00:26:14.913430
510,Tier-3,visited,0,2025-07-12 00:26:14.913430
510,Tier-3,added_to_cart,0,2025-07-12 00:26:14.913430
510,Tier-3,visited,0,2025-08-12 00:26:14.913430
510,Tier-3,visited,0,2025-08-19 00:26:14.913430
511,Tier-2,visited,0,2025-08-21 00:26:14.913430
511,Tier-2,added_to_cart,0,2025-08-21 00:26:14.913430
511,Tier-2,purchased,1988,2025-08-21 00:26:14.913430
512,Tier-1,visited,0,2025-09-01 00:26:14.913430
512,Tier-1,added_to_cart,0,2025-09-01 00:26:14.913430
512,Tier-1,purchased,1065,2025-09-01 00:26:14.913430
512,Tier-1,purchased,830,2025-09-06 00:26:14.913430
512,Tier-1,visited,0,2025-07-29 00:26:14.913430
512,Tier-1,visited,0,2025-08-24 00:26:14.913430
512,Tier-1,added_to_cart,0,2025-08-24 00:26:14.913430
512,Tier-1,visited,0,2025-08-24 00:26:14.913430
512,Tier-1,added_to_cart,0,2025-08-24 00:26:14.913430
512,Tier-1,purchased,1905,2025-08-24 00:26:14.913430
512,Tier-1,visited,0,2025-07-21 00:26:14.913430
512,Tier-1,added_to_cart,0,2025-07-21 00:26:14.913430
513,Tier-1,visited,0,2025-08-14 00:26:14.913430
513,Tier-1,visited,0,2025-09-03 00:26:14.913430
513,Tier-1,added_to_cart,0,2025-09-03 00:26:14.913430
513,Tier-1,visited,0,2025-07-05 00:26:14.913430
513,Tier-1,added_to_cart,0,2025-07-05 00:26:14.913430
513,Tier-1,purchased,499,2025-07-05 00:26:14.913430
513,Tier-1,purchased,1667,2025-07-10 00:26:14.913430
513,Tier-1,visited,0,2025-07-24 00:26:14.913430
513,Tier-1,visited,0,2025-07-07 00:26:14.913430
514,Tier-1,visited,0,2025-07-09 00:26:14.913430
514,Tier-1,added_to_cart,0,2025-07-09 00:26:14.913430
514,Tier-1,purchased,1273,2025-07-09 00:26:14.913430
514,Tier-1,visited,0,2025-08-14 00:26:14.913430
514,Tier-1,added_to_cart,0,2025-08-14 00:26:14.913430
514,Tier-1,purchased,228,2025-08-14 00:26:14.913430
514,Tier-1,visited,0,2025-08-10 00:26:14.913430
514,Tier-1,added_to_cart,0,2025-08-10 00:26:14.913430
514,Tier-1,purchased,334,2025-08-10 00:26:14.913430
514,Tier-1,visited,0,2025-08-27 00:26:14.913430
515,Tier-3,visited,0,2025-08-29 00:26:14.913430
515,Tier-3,added_to_cart,0,2025-08-29 00:26:14.913430
515,Tier-3,visited,0,2025-07-27 00:26:14.913430
515,Tier-3,added_to_cart,0,2025-07-27 00:26:14.913430
515,Tier-3,visited,0,2025-07-27 00:26:14.913430
515,Tier-3,added_to_cart,0,2025-07-27 00:26:14.913430
516,Tier-1,visited,0,2025-08-05 00:26:14.913430
516,Tier-1,added_to_cart,0,2025-08-05 00:26:14.913430
516,Tier-1,visited,0,2025-08-19 00:26:14.913430
516,Tier-1,added_to_cart,0,2025-08-19 00:26:14.913430
517,Tier-1,visited,0,2025-07-28 00:26:14.913430
517,Tier-1,added_to_cart,0,2025-07-28 00:26:14.913430
517,Tier-1,purchased,926,2025-07-28 00:26:14.913430
517,Tier-1,visited,0,2025-07-15 00:26:14.913430
517,Tier-1,visited,0,2025-07-06 00:26:14.913430
518,Tier-3,visited,0,2025-08-22 00:26:14.913430
518,Tier-3,added_to_cart,0,2025-08-22 00:26:14.913430
518,Tier-3,visited,0,2025-08-22 00:26:14.913430
518,Tier-3,added_to_cart,0,2025-08-22 00:26:14.913430
519,Tier-3,visited,0,2025-08-20 00:26:14.913430
519,Tier-3,added_to_cart,0,2025-08-20 00:26:14.913430
519,Tier-3,visited,0,2025-07-05 00:26:14.913430
519,Tier-3,added_to_cart,0,2025-07-05 00:26:14.913430
519,Tier-3,visited,0,2025-07-16 00:26:14.913430
519,Tier-3,added_to_cart,0,2025-07-16 00:26:14.913430
519,Tier-3,visited,0,2025-08-20 00:26:14.913430
520,Tier-2,visited,0,2025-08-05 00:26:14.913430
520,Tier-2,added_to_cart,0,2025-08-05 00:26:14.913430
520,Tier-2,visited,0,2025-09-01 00:26:14.913430
520,Tier-2,visited,0,2025-07-29 00:26:14.913430
520,Tier-2,added_to_cart,0,2025-07-29 00:26:14.913430
520,Tier-2,visited,0,2025-07-24 00:26:14.913430
520,Tier-2,added_to_cart,0,2025-07-24 00:26:14.913430
521,Tier-3,visited,0,2025-09-02 00:26:14.913430
521,Tier-3,added_to_cart,0,2025-09-02 00:26:14.913430
521,Tier-3,purchased,297,2025-09-02 00:26:14.913430
521,Tier-3,visited,0,2025-07-28 00:26:14.913430
521,Tier-3,added_to_cart,0,2025-07-28 00:26:14.913430
521,Tier-3,purchased,1501,2025-07-28 00:26:14.913430
522,Tier-3,visited,0,2025-08-17 00:26:14.913430
522,Tier-3,visited,0,2025-08-24 00:26:14.913430
522,Tier-3,visited,0,2025-08-18 00:26:14.913430
522,Tier-3,added_to_cart,0,2025-08-18 00:26:14.913430
523,Tier-1,visited,0,2025-07-10 00:26:14.913430
523,Tier-1,visited,0,2025-07-22 00:26:14.913430
523,Tier-1,added_to_cart,0,2025-07-22 00:26:14.913430
523,Tier-1,purchased,1434,2025-07-22 00:26:14.913430
523,Tier-1,visited,0,2025-08-28 00:26:14.913430
524,Tier-2,visited,0,2025-08-01 00:26:14.913430
524,Tier-2,visited,0,2025-08-17 00:26:14.913430
524,Tier-2,added_to_cart,0,2025-08-17 00:26:14.913430
524,Tier-2,visited,0,2025-08-08 00:26:14.913430
524,Tier-2,added_to_cart,0,2025-08-08 00:26:14.913430
524,Tier-2,visited,0,2025-07-07 00:26:14.913430
524,Tier-2,added_to_cart,0,2025-07-07 00:26:14.913430
525,Tier-3,visited,0,2025-07-31 00:26:14.913430
525,Tier-3,added_to_cart,0,2025-07-31 00:26:14.913430
525,Tier-3,purchased,737,2025-07-31 00:26:14.913430
525,Tier-3,visited,0,2025-07-30 00:26:14.913430
525,Tier-3,added_to_cart,0,2025-07-30 00:26:14.913430
526,Tier-3,visited,0,2025-08-02 00:26:14.913430
526,Tier-3,visited,0,2025-08-31 00:26:14.913430
526,Tier-3,added_to_cart,0,2025-08-31 00:26:14.913430
526,Tier-3,visited,0,2025-08-11 00:26:14.913430
526,Tier-3,added_to_cart,0,2025-08-11 00:26:14.913430
526,Tier-3,purchased,959,2025-08-11 00:26:14.913430
526,Tier-3,visited,0,2025-07-26 00:26:14.913430
526,Tier-3,added_to_cart,0,2025-07-26 00:26:14.913430
527,Tier-2,visited,0,2025-07-13 00:26:14.913430
527,Tier-2,visited,0,2025-08-25 00:26:14.913430
527,Tier-2,added_to_cart,0,2025-08-25 00:26:14.913430
527,Tier-2,visited,0,2025-07-08 00:26:14.913430
527,Tier-2,added_to_cart,0,2025-07-08 00:26:14.913430
527,Tier-2,visited,0,2025-08-28 00:26:14.913430
527,Tier-2,visited,0,2025-07-29 00:26:14.913430
528,Tier-1,visited,0,2025-08-15 00:26:14.913430
528,Tier-1,visited,0,2025-08-21 00:26:14.913430
528,Tier-1,visited,0,2025-08-30 00:26:14.913430
528,Tier-1,added_to_cart,0,2025-08-30 00:26:14.913430
528,Tier-1,visited,0,2025-08-16 00:26:14.913430
528,Tier-1,added_to_cart,0,2025-08-16 00:26:14.913430
529,Tier-1,visited,0,2025-08-06 00:26:14.913430
529,Tier-1,added_to_cart,0,2025-08-06 00:26:14.913430
529,Tier-1,visited,0,2025-07-24 00:26:14.913430
529,Tier-1,added_to_cart,0,2025-07-24 00:26:14.913430
529,Tier-1,purchased,1614,2025-07-24 00:26:14.913430
530,Tier-3,visited,0,2025-07-14 00:26:14.913430
530,Tier-3,visited,0,2025-07-09 00:26:14.913430
531,Tier-1,visited,0,2025-07-11 00:26:14.913430
531,Tier-1,added_to_cart,0,2025-07-11 00:26:14.913430
531,Tier-1,visited,0,2025-08-15 00:26:14.913430
531,Tier-1,added_to_cart,0,2025-08-15 00:26:14.913430
531,Tier-1,purchased,1462,2025-08-15 00:26:14.913430
531,Tier-1,visited,0,2025-07-18 00:26:14.913430
531,Tier-1,visited,0,2025-08-13 00:26:14.913430
531,Tier-1,visited,0,2025-07-06 00:26:14.913430
531,Tier-1,added_to_cart,0,2025-07-06 00:26:14.913430
531,Tier-1,purchased,949,2025-07-06 00:26:14.913430
532,Tier-2,visited,0,2025-07-18 00:26:14.913430
532,Tier-2,added_to_cart,0,2025-07-18 00:26:14.913430
532,Tier-2,purchased,469,2025-07-18 00:26:14.913430
533,Tier-2,visited,0,2025-08-24 00:26:14.913430
533,Tier-2,visited,0,2025-07-16 00:26:14.913430
533,Tier-2,added_to_cart,0,2025-07-16 00:26:14.913430
533,Tier-2,visited,0,2025-07-27 00:26:14.913430
533,Tier-2,added_to_cart,0,2025-07-27 00:26:14.913430
533,Tier-2,purchased,283,2025-07-27 00:26:14.913430
534,Tier-2,visited,0,2025-07-15 00:26:14.913430
534,Tier-2,visited,0,2025-08-20 00:26:14.913430
534,Tier-2,added_to_cart,0,2025-08-20 00:26:14.913430
534,Tier-2,purchased,955,2025-08-20 00:26:14.913430
534,Tier-2,visited,0,2025-08-20 00:26:14.913430
534,Tier-2,added_to_cart,0,2025-08-20 00:26:14.913430
534,Tier-2,visited,0,2025-08-31 00:26:14.913430
534,Tier-2,added_to_cart,0,2025-08-31 00:26:14.913430
534,Tier-2,purchased,1666,2025-08-31 00:26:14.913430
535,Tier-2,visited,0,2025-08-04 00:26:14.913430
535,Tier-2,visited,0,2025-07-12 00:26:14.913430
